Mon, 09 Jan 2023 15:33:32 GMT - debug: file hash calculated fileName=crusader_F shindol.zip, md5Hash=04dbf35c01f42c84ba1cf15f510b3b5e, fileSize=4653566
Mon, 09 Jan 2023 15:33:33 GMT - debug: file hash calculated fileName=Female Occultist-321-1-1.rar, md5Hash=384f095410352d11a8d45c9f21fb1d24, fileSize=4783051
Mon, 09 Jan 2023 15:33:33 GMT - debug: running checks event=settings-changed, count=2
Mon, 09 Jan 2023 15:33:33 GMT - debug: [checking staging folder] gameMode=darkestdungeon
Mon, 09 Jan 2023 15:33:33 GMT - debug: [checking staging folder] stagingPath=N:\Vortex Mods\darkestdungeon, vortexPath=C:\Program Files\Black Tree Gaming Ltd\Vortex, gamePath=N:\SteamLibrary\steamapps\common\DarkestDungeon
Mon, 09 Jan 2023 15:33:33 GMT - debug: all checks completed event=settings-changed
Mon, 09 Jan 2023 15:33:33 GMT - debug: file hash calculated fileName=Female Occultist-321-1-1.rar, md5Hash=384f095410352d11a8d45c9f21fb1d24, fileSize=4783051
Mon, 09 Jan 2023 15:33:34 GMT - debug: file hash calculated fileName=SHIELDBREAKER_K.ZIP, md5Hash=a56811413e5b828f13f5e2185720d523, fileSize=4810115
Mon, 09 Jan 2023 15:33:34 GMT - debug: file hash calculated fileName=SHIELDBREAKER_K.ZIP, md5Hash=a56811413e5b828f13f5e2185720d523, fileSize=4810115
Mon, 09 Jan 2023 15:33:34 GMT - debug: file hash calculated fileName=Shieldbreaker-807-1-1555125364.rar, md5Hash=5503d3ac2e737cab6f8590f353ef806f, fileSize=4866804
Mon, 09 Jan 2023 15:33:34 GMT - debug: file hash calculated fileName=Shieldbreaker-807-1-1555125364.rar, md5Hash=5503d3ac2e737cab6f8590f353ef806f, fileSize=4866804
Mon, 09 Jan 2023 15:33:34 GMT - debug: file hash calculated fileName=HIGHWAYMAN_N.ZIP, md5Hash=97c7ee2c40d2ee90cb2859b5001cf2ea, fileSize=4965479
Mon, 09 Jan 2023 15:33:34 GMT - debug: file hash calculated fileName=HIGHWAYMAN_N.ZIP, md5Hash=97c7ee2c40d2ee90cb2859b5001cf2ea, fileSize=4965479
Mon, 09 Jan 2023 15:33:34 GMT - debug: file hash calculated fileName=crusader_P.zip, md5Hash=4bd40938708889dbf4a8cb3a61550017, fileSize=4965271
Mon, 09 Jan 2023 15:33:34 GMT - debug: file hash calculated fileName=crusader_P.zip, md5Hash=4bd40938708889dbf4a8cb3a61550017, fileSize=4965271
Mon, 09 Jan 2023 15:33:34 GMT - debug: file hash calculated fileName=Darkest Dungeon 2B porn skin(Bounty Hunter)-781-1-1550423064.zip, md5Hash=4855d35aa560eb0fe8d842d260c47f4b, fileSize=4870014
Mon, 09 Jan 2023 15:33:35 GMT - debug: file hash calculated fileName=Darkest Dungeon 2B porn skin(Bounty Hunter)-781-1-1550423064.zip, md5Hash=4855d35aa560eb0fe8d842d260c47f4b, fileSize=4870014
Mon, 09 Jan 2023 15:33:43 GMT - debug: file hash calculated fileName=courtyard-1320-1-0-1633288736.rar, md5Hash=66056a9519d274a1defaa98996fe5314, fileSize=4999818
Mon, 09 Jan 2023 15:33:43 GMT - debug: file hash calculated fileName=courtyard-1320-1-0-1633288736.rar, md5Hash=66056a9519d274a1defaa98996fe5314, fileSize=4999818
